,nri_id,stateabbrv,statefips,countyfips,county,population,buildvalue,agrivalue,area,risk_value,risk_score,risk_ratng,eal_score,eal_valt,eal_ratng,sovi_score,sovi_ratng,resl_score,resl_ratng,resl_value,crf_value,year
33,C01017,AL,01,017,Chambers,34215,3180368000.0,9059000.0,596.5311120224442,2327125.746161209,8.371430920833784,Relatively Low,8.968023003602095,1704562.0091825405,Very Low,43.12179739850217,Relatively Moderate,53.372202,Relatively Moderate,2.6686101,1.3652338451900805,2021
34,C01017,AL,01,017,Chambers,34738,5993491307.0,10396882.0,609.20234739,5041149.591837785,42.34807508749602,Very Low,34.78799133395234,3604000.6351308627,Very Low,80.73999786376953,Very High,40.130001068115234,Relatively Moderate,2.5579190254211426,1.3987649010652128,2023
35,C01017,AL,01,017,Chambers,34738,6728042967.0,11671106.0,609.20234739,15636688.81543624,47.23282442748092,Relatively Low,38.70668316831683,10902751.955890264,Very Low,79.42111959,Relatively High,41.4440203562341,Relatively Moderate,2.448126026,1.434196511,2025
36,C01019,AL,01,019,Cherokee,25989,2806318000.0,152078000.0,553.758589991,3892759.508683295,8.61001326568,Very Low,11.7377950025,3815776.71529,Relatively Low,32.5975561687,Relatively Low,51.3446,Relatively Low,2.56723,1.0201748684834784,2020
37,C01019,AL,01,019,Cherokee,25989,2806318000.0,152078000.0,553.758589990806,4076473.622425494,9.177072506691779,Relatively Low,12.51052786939919,3995857.7184765376,Relatively Low,32.59755616870319,Relatively Low,51.3446,Relatively Low,2.56723,1.0201748684834784,2021
38,C01019,AL,01,019,Cherokee,24933,4433990605.0,174425903.0,606.03334623,5005163.92064373,42.06172446706968,Very Low,42.061281337047355,4383938.023583251,Very Low,32.689998626708984,Relatively Low,13.59000015258789,Very Low,2.4397969245910645,1.1417049907454473,2023
39,C01019,AL,01,019,Cherokee,24933,4977412626.0,195803233.0,606.03334623,24261439.660738908,63.32697201017812,Relatively Low,53.1559405940594,16127925.418349072,Relatively Low,81.80661578,Very High,16.125954198473284,Very Low,2.357023665,1.504312491,2025
40,C01021,AL,01,021,Chilton,43643,3660172000.0,14491000.0,692.851894178,2824225.1423830534,7.07783170272,Very Low,10.6499694577,3009763.47962,Relatively Low,29.7595585337,Relatively Low,51.732202,Relatively Low,2.5866101,0.9383545124082734,2020
41,C01021,AL,01,021,Chilton,43643,3660172000.0,14491000.0,692.8518941783097,3039785.8147817245,7.671282500587504,Very Low,11.542473598552618,3239485.47652865,Relatively Low,29.759558533701224,Relatively Low,51.73220200000001,Relatively Low,2.5866101,0.9383545124082734,2021
42,C01021,AL,01,021,Chilton,44999,6711359991.0,16617429.0,707.86207089,8034568.594594459,58.54279350938594,Relatively Low,54.19374806561436,6176421.023552406,Relatively Low,72.22000122070312,Relatively High,21.579999923706055,Relatively Low,2.481623888015747,1.3008453542846936,2023
43,C01021,AL,01,021,Chilton,44999,7533892363.0,18654032.0,707.86207089,18927268.083146684,54.70737913486005,Relatively Low,53.125,16121833.88283064,Relatively Low,52.60814249,Relatively Moderate,21.43765903307888,Relatively Low,2.38069982,1.174014583,2025
44,C01023,AL,01,023,Choctaw,13859,1281893000.0,8261000.0,913.467075805,5030482.807763008,10.7485396082,Relatively Low,11.6558935751,3750609.30119,Relatively Low,39.1013007489,Relatively Moderate,48.994998,Very Low,2.4497499,1.3412441562939994,2020
45,C01023,AL,01,023,Choctaw,13859,1281893000.0,8261000.0,913.4670758053744,4917816.57984877,11.163399027995542,Relatively Low,12.105626636990435,3666608.0197040495,Relatively Low,39.10130074891604,Relatively Moderate,48.994997999999995,Very Low,2.4497499,1.3412441562939994,2021
46,C01023,AL,01,023,Choctaw,12632,6245033878.0,9476878.0,930.1556167800001,14763935.389033705,74.35571110404072,Relatively Low,68.58557722067471,10512312.00514454,Relatively Low,71.16000366210938,Relatively High,8.020000457763672,Very Low,2.4011950492858887,1.404442275096905,2023
47,C01023,AL,01,023,Choctaw,12632,7010414149.0,10638348.0,930.1556167800001,30453724.63571277,70.61068702290076,Relatively Low,61.726485148514854,20591133.971812453,Relatively Low,79.70737913,Relatively High,12.786259541984732,Very Low,2.340257343,1.478972682,2025
48,C01025,AL,01,025,Clarke,25833,2225429000.0,2878000.0,1238.41988816,5602450.311617168,11.7628288842,Relatively Low,11.7050931333,3789666.68899,Relatively Low,44.6196294836,Relatively High,51.3058,Relatively Low,2.56529,1.4783490927826954,2020
49,C01025,AL,01,025,Clarke,25833,2225429000.0,2878000.0,1238.4198881565057,3242245.6549338014,9.961703798656876,Relatively Low,9.913384367871805,2193152.9371259157,Very Low,44.6196294836421,Relatively High,51.3058,Relatively Low,2.56529,1.4783490927826954,2021
50,C01025,AL,01,025,Clarke,23038,4122731483.0,3303779.0,1265.2192702500001,13183483.029359404,72.0967228762329,Relatively Low,65.18105849582173,9091113.332208836,Relatively Low,85.5199966430664,Very High,22.18000030517578,Relatively Low,2.4842050075531006,1.4501505533598116,2023
51,C01025,AL,01,025,Clarke,23038,4628006139.0,3708685.0,1265.2192702500001,18360843.316108197,53.40330788804071,Relatively Low,46.132425742574256,13317190.291141743,Very Low,74.10941476,Relatively High,35.846055979643765,Relatively Low,2.430680076,1.378732519,2025
52,C01027,AL,01,027,Clay,13932,1245694000.0,81329000.0,603.961409876,2661487.651026128,7.96147389218,Very Low,9.36163765355,2212622.68562,Very Low,38.9436342136,Relatively Moderate,52.906198,Relatively Low,2.6453099,1.2028655713978413,2020
53,C01027,AL,01,027,Clay,13932,1245694000.0,81329000.0,603.961409876326,2154176.4657376087,7.778923672943241,Very Low,9.147092971675272,1790870.498716042,Very Low,38.943634213638155,Relatively Moderate,52.906197999999996,Relatively Low,2.6453099,1.2028655713978413,2021
54,C01027,AL,01,027,Clay,14212,2550755534.0,93281315.0,612.11944638,2879757.2892155796,22.36716512885778,Very Low,19.405756731662024,2212158.5845154715,Very Low,53.09000015258789,Relatively Moderate,40.63999938964844,Relatively Moderate,2.559664011001587,1.301786096789409,2023
55,C01027,AL,01,027,Clay,14212,2863371607.0,104713708.0,612.11944638,9236216.077292468,26.685750636132315,Very Low,16.986386138613863,5935467.605635976,Very Low,89.40839695,Very High,49.904580152671755,Relatively Moderate,2.476817794,1.556105886,2025
56,C01029,AL,01,029,Cleburne,14972,1078738000.0,117455000.0,560.10424779,2852503.1195103955,7.46185486268,Very Low,10.4077297914,2847287.67957,Very Low,31.4544737879,Relatively Low,50.686202,Relatively Low,2.5343101,1.0018317221606434,2020
57,C01029,AL,01,029,Cleburne,14972,1078738000.0,117455000.0,560.1042477896762,2271928.2788010407,7.201630822686012,Very Low,10.04496440314858,2267774.346275629,Very Low,31.454473787938507,Relatively Low,50.686201999999994,Relatively Low,2.5343101,1.0018317221606434,2021
58,C01029,AL,01,029,Cleburne,15040,2154110452.0,134714937.0,566.6772813,2902687.55834762,22.55806554247534,Very Low,20.736614051377284,2311388.046995744,Very Low,45.41999816894531,Relatively Moderate,6.71999979019165,Very Low,2.38887095451355,1.2558200956868428,2023
59,C01029,AL,01,029,Cleburne,15040,2418114407.0,151225361.0,566.6772813,9470248.965354646,27.480916030534353,Very Low,17.481435643564357,6039350.9575408315,Very Low,84.25572519,Very High,8.333333333333332,Very Low,2.304893916,1.568090517,2025
60,C01031,AL,01,031,Coffee,49948,4532392000.0,199534000.0,678.985821547,6796707.293731291,11.0847365801,Relatively Low,14.3272961282,6285803.79274,Relatively Low,36.7363027197,Relatively Moderate,54.866,Relatively Moderate,2.7433,1.0812789450382425,2020
61,C01031,AL,01,031,Coffee,49948,4532392000.0,199534000.0,678.9858215465537,9034528.735261811,12.770013039071126,Relatively Low,16.504835460631313,8355409.838246946,Relatively Low,36.736302719747734,Relatively Moderate,54.866,Relatively Moderate,2.7433,1.0812789450382425,2021
62,C01031,AL,01,031,Coffee,53391,22309494707.0,228866524.0,687.36451563,40354826.61567451,89.086859688196,Relatively Moderate,88.08418446301455,32828035.649485696,Relatively Moderate,64.88999938964844,Relatively High,42.869998931884766,Relatively Moderate,2.568466901779175,1.229279358855172,2023
63,C01031,AL,01,031,Coffee,53391,25043706792.0,256916000.0,687.36451563,52607092.3471182,83.42875318066157,Relatively Moderate,81.12623762376238,43010301.669957496,Relatively Low,59.57379135,Relatively Moderate,42.39821882951654,Relatively Moderate,2.451156211,1.223127723,2025
64,C01033,AL,01,033,Colbert,54428,5841432000.0,60191000.0,592.618486015,7897911.982723874,11.6589394741,Relatively Low,15.3055668136,7442212.21761,Relatively Low,36.3815530154,Relatively Moderate,55.188398,Relatively Moderate,2.7594199,1.061231761711334,2020
65,C01033,AL,01,033,Colbert,54428,5841432000.0,60191000.0,592.6184860152262,6441473.675166865,11.161867026528583,Relatively Low,14.653241438297234,6069808.601261043,Relatively Low,36.38155301537249,Relatively Moderate,55.18839800000001,Relatively Moderate,2.7594199,1.061231761711334,2021
66,C01033,AL,01,033,Colbert,57133,11994963659.0,69041537.0,629.81203974,13039100.047965758,71.90582246261533,Relatively Low,70.75208913649024,11551710.612660162,Relatively Low,34.75,Relatively Low,66.01000213623047,Relatively High,2.6595029830932617,1.1287592362013885,2023
67,C01033,AL,01,033,Colbert,57133,13465045121.0,77503146.0,629.81203974,45382717.33549935,80.6615776081425,Relatively Low,76.63985148514851,34936872.025097616,Relatively Low,69.81552163,Relatively High,68.06615776081425,Relatively High,2.537551285,1.298992002,2025
68,C01035,AL,01,035,Conecuh,13228,1116217000.0,21027000.0,850.176765307,4299454.138341244,11.9109132297,Relatively Low,9.92918210477,2543710.81899,Very Low,51.320457233,Relatively High,49.4354,Very Low,2.47177,1.690229135420502,2020
69,C01035,AL,01,035,Conecuh,13228,1116217000.0,21027000.0,850.1767653070356,2913912.205304707,10.806502816312346,Relatively Low,9.008817581701834,1723974.6636953885,Very Low,51.3204572329523,Relatively High,49.4354,Very Low,2.47177,1.690229135420502,2021
70,C01035,AL,01,035,Conecuh,11582,2165551908.0,24123427.0,861.3695500800001,5854299.064603126,47.534202990773146,Very Low,41.90653048591767,4376030.085328032,Very Low,65.75,Relatively High,16.420000076293945,Very Low,2.4547719955444336,1.337810515570137,2023
71,C01035,AL,01,035,Conecuh,11582,2430958108.0,27079952.0,861.3695500800001,10537175.21746373,31.106870229007633,Very Low,18.626237623762375,6236644.918544988,Very Low,93.28880407,Very High,17.39821882951654,Very Low,2.361612809,1.689558305,2025
72,C01037,AL,01,037,Coosa,11539,1098636000.0,1707000.0,650.910371759,1866338.9413710614,6.35197662063,Very Low,8.60490612382,1817671.26818,Very Low,33.3464722113,Relatively Low,52.185202,Relatively Low,2.6092601,1.0267747386686656,2020
73,C01037,AL,01,037,Coosa,11539,1098636000.0,1707000.0,650.910371759232,648620.2199067865,4.375719788732232,Very Low,5.929289048301992,631706.4449285137,Very Low,33.34647221127316,Relatively Low,52.185202000000004,Relatively Low,2.6092601,1.0267747386686656,2021
74,C01037,AL,01,037,Coosa,10320,1954999287.0,1958970.0,673.0768652400001,1341703.777695864,7.508749602290806,Very Low,7.397090683998762,1097112.9706525884,Very Low,43.599998474121094,Relatively Moderate,21.709999084472656,Relatively Low,2.4820261001586914,1.222940402297666,2023
75,C01037,AL,01,037,Coosa,10320,2194600531.0,2199058.0,673.0768652400001,6181672.673614697,14.567430025445294,Very Low,12.902227722772277,4940305.564228567,Very Low,62.08651399,Relatively High,36.45038167938932,Relatively Low,2.433077869,1.251273346,2025
76,C01039,AL,01,039,Covington,37765,3607135000.0,126513000.0,1030.4564791,9640801.570307828,13.9430345933,Relatively Low,15.0645961865,7145226.12692,Relatively Low,41.6633819472,Relatively Moderate,52.017998,Relatively Low,2.6008999,1.349264725714645,2020
77,C01039,AL,01,039,Covington,37765,3607135000.0,126513000.0,1030.4564791047503,7531719.882264141,13.142294253314265,Relatively Low,14.199684860578927,5582092.037776298,Relatively Low,41.66338194718171,Relatively Moderate,52.017998,Relatively Low,2.6008999,1.349264725714645,2021
78,C01039,AL,01,039,Covington,37519,6767535999.0,145105900.0,1054.31055951,38614604.90212672,88.70505886096086,Relatively Moderate,87.43423088826988,30691593.924083374,Relatively Moderate,70.75,Relatively High,33.20000076293945,Relatively Low,2.5302650928497314,1.258149218240055,2023
79,C01039,AL,01,039,Covington,37519,7596953203.0,162889822.0,1054.31055951,50770765.15492287,82.44274809160305,Relatively Moderate,75.18564356435643,33117304.19372817,Relatively Low,86.73664122,Very High,40.42620865139949,Relatively Moderate,2.445119525,1.533058514,2025
80,C01041,AL,01,041,Crenshaw,13906,1164438000.0,164850000.0,608.864640024,3415380.5077532264,8.2097521412,Very Low,11.067538662,3304141.11781,Relatively Low,34.6078044935,Relatively Low,53.902998,Relatively Moderate,2.6951499,1.0336666582863616,2020
81,C01041,AL,01,041,Crenshaw,13906,1164438000.0,164850000.0,608.8646400242519,4330206.059460291,9.449413736240647,Relatively Low,12.7379746864511,4189170.6816189797,Relatively Low,34.60780449349626,Relatively Low,53.902998000000004,Relatively Moderate,2.6951499,1.0336666582863616,2021
82,C01041,AL,01,041,Crenshaw,13179,2563554879.0,189077193.0,617.11311675,5619733.160407596,46.26153356665606,Very Low,42.71123491179202,4458911.145599544,Very Low,60.25,Relatively High,21.200000762939453,Relatively Low,2.4799139499664307,1.2603375525779776,2023
83,C01041,AL,01,041,Crenshaw,13179,2877739617.0,212250159.0,617.11311675,11506635.643338578,34.38295165394402,Very Low,23.050742574257427,7201391.403279606,Very Low,90.29898219,Very High,32.66539440203562,Relatively Low,2.421130654,1.597835057,2025
84,C01043,AL,01,043,Cullman,80406,7577726000.0,470723000.0,734.7794065,8625087.011965986,11.597409181,Relatively Low,16.2097848752,8629896.28613,Relatively Moderate,33.7800551833,Relatively Low,54.5572,Relatively Moderate,2.72786,0.9994427193555334,2020
85,C01043,AL,01,043,Cullman,80406,7577726000.0,470723000.0,734.7794065002156,7095649.465233,11.115588368070775,Relatively Low,15.536567868606603,7099605.938205702,Relatively Low,33.78005518328735,Relatively Low,54.5572,Relatively Moderate,2.72786,0.9994427193555334,2021
86,C01043,AL,01,043,Cullman,87660,14613532853.0,539900772.0,762.6434076300001,11847706.40269273,69.64683423480751,Relatively Low,67.34757041163726,9998988.509029223,Relatively Low,51.560001373291016,Relatively Moderate,37.619998931884766,Relatively Low,2.5484070777893066,1.1848904908725608,2023
87,C01043,AL,01,043,Cullman,87660,16404541509.0,606070053.0,762.6434076300001,48620607.93961132,81.93384223918575,Relatively Moderate,76.42326732673267,34822068.02103073,Relatively Low,75.66793893,Relatively High,33.68320610687023,Relatively Low,2.424264285,1.396258485,2025
88,C01045,AL,01,045,Dale,50251,4455433000.0,172041000.0,561.126295691,5026846.591439522,9.77517539136,Relatively Low,12.7700209347,4702861.14652,Relatively Low,35.7114702404,Relatively Moderate,53.9044,Relatively Moderate,2.69522,1.0688911355929067,2020
89,C01045,AL,01,045,Dale,50251,4455433000.0,172041000.0,561.1262956911622,7233315.647818045,11.68291461532828,Relatively Low,15.261299447055977,6767120.997598856,Relatively Low,35.711470240441464,Relatively Moderate,53.904399999999995,Relatively Moderate,2.69522,1.0688911355929067,2021
90,C01045,AL,01,045,Dale,49224,8849007602.0,197336365.0,568.35772695,19719374.290099893,79.66910594972956,Relatively Low,76.16836892602909,14921451.592531042,Relatively Low,80.6500015258789,Very High,22.469999313354492,Relatively Low,2.4865028858184814,1.3215453046116812,2023
91,C01045,AL,01,045,Dale,49224,9933526272.0,221521560.0,568.35772695,27894050.202267397,67.74809160305344,Relatively Low,57.73514851485149,18524918.172157113,Relatively Low,81.87022901,Very High,15.776081424936386,Very Low,2.355301503,1.505758349,2025
92,C01047,AL,01,047,Dallas,43820,3611676000.0,64000000.0,978.715859741,5487226.140426815,12.5683338698,Relatively Low,11.14944865,3364049.60682,Relatively Low,52.187623177,Relatively High,53.497,Relatively Moderate,2.67485,1.6311371060945297,2020
93,C01047,AL,01,047,Dallas,43820,3611676000.0,64000000.0,978.7158597410609,4601006.900582788,12.332158581758764,Relatively Low,10.940005143960438,2820735.8433523024,Relatively Low,52.18762317698068,Relatively High,53.497,Relatively Moderate,2.67485,1.6311371060945297,2021
94,C01047,AL,01,047,Dallas,38341,6955630611.0,73395648.0,1003.87731054,7856884.17252713,57.84282532612154,Relatively Low,52.36768802228412,5814903.589372051,Relatively Low,91.56999969482422,Very High,44.209999084472656,Relatively Moderate,2.573436975479126,1.351163274123276,2023
95,C01047,AL,01,047,Dallas,38341,7808100357.0,82390889.0,1003.87731054,30570602.2793038,70.76972010178118,Relatively Low,57.704207920792086,18521818.78451378,Relatively Low,95.86513995,Very High,50.0,Relatively Moderate,2.477305323,1.650518377,2025
96,C01049,AL,01,049,DeKalb,71109,5877428000.0,573280000.0,777.098412737,9849200.28801657,13.0015559256,Relatively Low,16.3690307018,8851336.16708,Relatively Moderate,36.7363027197,Relatively Moderate,53.445802,Relatively Moderate,2.6722901,1.1127359872114946,2020
97,C01049,AL,01,049,DeKalb,71109,5877428000.0,573280000.0,777.0984127365525,9747387.787527014,13.34064299547758,Relatively Low,16.795830609060687,8759838.721450783,Relatively Low,36.736302719747734,Relatively Moderate,53.445802,Relatively Moderate,2.6722901,1.1127359872114946,2021
98,C01049,AL,01,049,DeKalb,71379,12342314361.0,657517499.0,786.5236852200001,11726718.453172917,69.42411708558703,Relatively Low,64.74775611265862,8895997.914076688,Relatively Low,73.87000274658203,Relatively High,18.200000762939453,Very Low,2.463697910308838,1.3182015740602866,2023
99,C01049,AL,01,049,DeKalb,71379,13854966509.0,738101677.0,786.5236852200001,44755081.60342612,80.37531806615776,Relatively Low,73.66955445544554,31589795.729993545,Relatively Low,74.68193384,Relatively High,13.454198473282442,Very Low,2.34468974,1.41675755,2025
100,C01051,AL,01,051,Elmore,79303,7460436000.0,27594000.0,618.443559601,4262993.428287228,7.58844300896,Very Low,13.2140503036,5123270.20542,Relatively Low,27.4733937722,Relatively Low,55.271,Relatively Moderate,2.76355,0.8320844416477058,2020
101,C01051,AL,01,051,Elmore,79303,7460436000.0,27594000.0,618.4435596006483,3078482.612195512,6.975600041555369,Very Low,12.14742153196158,3699723.7997858194,Relatively Low,27.473393772171857,Relatively Low,55.271,Relatively Moderate,2.76355,0.8320844416477058,2021
102,C01051,AL,01,051,Elmore,87755,12510952667.0,31657004.0,663.67343913,7727801.049058331,57.27012408526885,Relatively Low,58.310120705663884,7168981.945434228,Relatively Low,45.63999938964844,Relatively Moderate,57.06999969482422,Relatively Moderate,2.6242079734802246,1.0779495760872997,2023
103,C01051,AL,01,051,Elmore,87755,14044272826.0,35536831.0,663.67343913,32207122.65299451,72.16921119592875,Relatively Low,71.19430693069307,28727538.73661267,Relatively Low,49.07760814,Relatively Moderate,61.41857506361323,Relatively High,2.513830965,1.121123635,2025
104,C01053,AL,01,053,Escambia,38319,3362172000.0,30977000.0,945.109087219,10195367.75514394,14.0224810579,Relatively Low,15.6738202893,7911787.55135,Relatively Low,40.165549862,Relatively Moderate,51.880398,Relatively Low,2.5940199,1.2886301216978822,2020
