,nri_id,stateabbrv,county,risk_val_2025,eal_valt_2025,sovi_score_2025,resl_score_2025,crf_value_2025,risk_val_2023,eal_valt_2023,sovi_score_2023,resl_score_2023,crf_value_2023,risk_val_2021,eal_valt_2021,sovi_score_2021,resl_score_2021,crf_value_2021,risk_val_2020,eal_valt_2020,sovi_score_2020,resl_score_2020,crf_value_2020
517,C13243,GA,Randolph,6854938.4719641805,4342099.604569693,86.95928753,15.935114503816795,1.57871516,3409109.3254208006,1904711.0023398732,99.87000274658203,14.800000190734863,1.789830226860046,1789915.202773702,995849.2890610624,59.79503350413875,50.977402,1.7973755892935623,4043472.051358366,2249653.36986,59.7950335041,50.977402,1.7973755892935623
518,C13245,GA,Richmond,70253701.27021593,56847794.60049504,61.64122137,50.25445292620865,1.235821051,38950613.224899575,28682243.966810178,96.30999755859375,54.040000915527344,1.358004390101817,20229309.73753162,14110897.099094052,46.78754434371305,55.318398,1.4335948732012498,35954367.40404667,25079866.0599,46.7875443437,55.318398,1.4335948732012498
519,C13247,GA,Rockdale,19613516.785302345,21848842.739638556,20.22900763,37.849872773536894,0.897691334,9830984.753522845,7828325.366542949,77.05000305175781,44.08000183105469,1.2558221960904885,5858812.516446551,5362659.551735104,36.736302719747734,54.316402000000004,1.0925199446142195,18016374.137235593,16490659.2562,36.7363027197,54.316402,1.0925199446142195
520,C13249,GA,Schley,922754.1048941691,1188672.6875608617,10.62340967,17.048346055979643,0.776289482,616085.8964115323,494365.28297277744,61.900001525878906,23.68000030517578,1.2462159411899025,385061.99949419353,379888.241880163,33.30705557745369,52.940402000000006,1.0136191570142425,1294685.1801966608,1277289.57295,33.3070555775,52.940402,1.0136191570142425
521,C13251,GA,Screven,14490746.156134889,9546098.262296926,85.55979644,36.800254452926204,1.517975801,11227507.759710869,8230719.511243031,81.91999816894531,29.540000915527344,1.364097967908428,4096388.116778602,2948348.0473597776,43.791880173433185,53.509402,1.3893841741129869,2724499.436748295,1960940.31263,43.7918801734,53.509402,1.3893841741129869
522,C13253,GA,Seminole,10015016.672318874,8889838.530451257,47.83715013,33.20610687022901,1.126569019,9484100.887494467,6161121.854036635,93.0,14.989999771118164,1.5393464229701426,3658325.5079412246,2655256.8228903674,44.50137958218368,54.780401999999995,1.3777671057668055,5247280.740622816,3808539.71521,44.5013795822,54.780402,1.3777671057668055
523,C13255,GA,Spalding,13359384.39054658,13711898.713126402,29.48473282,51.81297709923665,0.974291356,5451250.938268448,4200955.370037176,77.30999755859375,40.20000076293945,1.2976217212753223,3277924.3886517156,2449224.9766162005,43.83129680725266,55.001998,1.3383516908195299,15587719.589086212,11646953.2605,43.8312968073,55.001998,1.3383516908195299
524,C13257,GA,Stephens,11201510.396162456,8327727.40682325,71.78753181,42.33460559796438,1.345086102,3528682.928473719,2946722.156937749,75.37000274658203,39.849998474121094,1.1974942802686042,2774837.4906050493,2167911.8634443916,42.21521482065432,54.77579999999999,1.2799586262683071,8232292.320843594,6431686.26852,42.2152148207,54.7758,1.2799586262683071
525,C13259,GA,Stewart,3435385.0518271965,1779137.1351536342,99.23664122,1.11323155216285,1.93092763,1800398.7444537252,971345.7567414357,96.37000274658203,0.28999999165534973,1.8535096611669006,1101065.7501246994,634916.9116255306,48.67954276704769,44.969,1.7341887260582216,1737040.1258979929,1001644.22695,48.679542767,44.969,1.7341887260582216
526,C13261,GA,Sumter,18302870.517170582,11798443.615359332,88.67684478,45.38804071246819,1.551295333,8139925.173474337,5602305.374221795,93.5999984741211,40.22999954223633,1.4529599209155994,4880650.256153478,3192389.2250833963,49.034292471422944,54.507799999999996,1.5288393463444228,6966988.631412451,4557044.30166,49.0342924714,54.5078,1.5288393463444228
527,C13263,GA,Talbot,2547948.046900351,1379430.229938953,97.7735369,8.237913486005088,1.84710179,805820.208391414,539561.7420571443,89.62000274658203,6.519999980926514,1.493471730073239,500076.2529094512,326444.19102478406,46.235711470240446,51.2504,1.5318889619067682,1301142.4265410742,849371.239624,46.2357114702,51.2504,1.5318889619067682
528,C13265,GA,Taliaferro,1059757.1762413874,601202.6849869838,95.32442748,11.450381679389313,1.762728615,402543.5436682663,265478.34821015433,80.16999816894531,3.25,1.5162951946258545,366639.85442505416,200112.31122622045,63.73669688608593,50.324402,1.8321704056007815,1379971.8614156153,753189.69087,63.7366968861,50.324402,1.8321704056007815
529,C13267,GA,Tattnall,28524836.11013471,20005829.918284442,75.95419847,16.221374045801525,1.425826183,24672904.79908406,16447935.333976686,90.36000061035156,11.8100004196167,1.5000609072262683,3151022.5938374316,3494538.80445664,28.104059913283407,51.0954,0.9016991283138374,4030614.1542202034,4470021.12751,28.1040599133,51.0954,0.9016991283138374
530,C13269,GA,Taylor,5091277.478319694,2859489.8015551036,94.5610687,7.092875318066158,1.780484573,1468180.3165716887,950583.24498206,93.19000244140625,2.640000104904175,1.5445047283569542,1072329.892345205,754363.7484508209,43.55538037051636,51.918998,1.4215024178287554,2318311.329211858,1630888.06613,43.5553803705,51.918998,1.4215024178287554
531,C13271,GA,Telfair,8452456.922751809,5129544.801905852,87.84987277,5.375318066157761,1.647798635,4256487.645989869,2822797.503402819,87.11000061035156,0.800000011920929,1.5078969146241517,1187822.2001234053,889200.8767198718,39.65313362238865,49.861598,1.3358311167045884,1673753.141230905,1252967.62465,39.6531336224,49.861598,1.3358311167045884
532,C13273,GA,Terrell,6663693.57188436,4702124.017299082,77.13104326,32.12468193384224,1.417166699,2953791.6720164674,2005515.9022607515,98.30999755859375,19.3799991607666,1.4728338322756536,2082203.331330837,1234703.1643382793,54.39495467087111,52.63179799999999,1.6863999311500613,3597607.326049651,2133306.13907,54.3949546709,52.631798,1.6863999311500613
533,C13275,GA,Thomas,26453601.003154878,20162118.132861163,70.3562341,61.92748091603053,1.312044738,27455346.33984829,20009374.501760207,88.61000061035156,52.0099983215332,1.3721241679710212,3525420.0111592626,2472141.3842983013,45.80212849822625,54.3614,1.4260592187610364,3877883.175602929,2719300.23984,45.8021284982,54.3614,1.4260592187610364
534,C13277,GA,Tift,19523946.253230657,16288396.105102275,56.67938931,40.966921119592875,1.198641421,14356019.486649366,11355786.031515954,89.77999877929688,42.58000183105469,1.2642030632495893,4834392.075705208,3484415.5599894,43.791880173433185,53.59039799999999,1.387432696380197,6182029.841506462,4455733.13764,43.7918801734,53.590398,1.387432696380197
535,C13279,GA,Toombs,13984220.446537467,10850099.537493454,65.48982188,29.548346055979646,1.28885642,10821211.966672815,7266499.832086961,96.87999725341797,27.079999923706055,1.4891918002790252,2357901.1840219432,1563573.1210211264,46.1568782026015,52.150998,1.5080210527551556,5258912.105903999,3487293.56019,46.1568782026,52.150998,1.5080210527551556
536,C13281,GA,Towns,12844806.667933647,7785502.970487235,96.81933842,57.31552162849872,1.649836461,1709066.1413076597,1597613.1573204198,28.489999771118164,42.900001525878906,1.0697621845917777,1680363.9696894186,956014.2244248777,59.63736696886086,53.374,1.7576767445069112,5402979.500767331,3073932.40404,59.6373669689,53.374,1.7576767445069112
537,C13283,GA,Treutlen,2175063.94602011,2042619.0787778469,39.09033079,13.64503816793893,1.064840708,1871029.8672075947,1136696.9609020466,97.16999816894531,3.4700000286102295,1.646023462333184,842057.6332795727,530155.194747149,46.31454473787938,49.272600000000004,1.5883228941690966,1619389.2573928286,1019559.22397,46.3145447379,49.2726,1.5883228941690966
538,C13285,GA,Troup,22128293.0597225,17343387.256444935,65.55343511,45.41984732824427,1.275892231,11035175.133259214,8026228.21710084,93.83000183105469,46.02000045776367,1.3748892798422367,4659805.602619431,3739002.8004697133,41.07213243988963,54.57439800000001,1.2462696208823492,8716635.908952028,6994181.48601,41.0721324399,54.574398,1.2462696208823492
539,C13287,GA,Turner,6703205.566651855,4310653.368293111,89.85368957,54.13486005089059,1.55503238,3273747.5312313167,2279165.9718839685,95.4800033569336,35.869998931884766,1.4363796106192401,1665487.3028778916,1309973.2378732695,40.44146629877808,52.902598,1.271390326707587,2139420.541557905,1682740.93063,40.4414662988,52.902598,1.271390326707587
540,C13289,GA,Twiggs,4497332.47634306,2698528.216395871,96.05597964,47.105597964376585,1.66658716,971669.1444391381,794981.6082334161,55.790000915527344,28.93000030517578,1.2222536148960121,590743.5008218787,448416.8219624125,40.20496649586126,51.120799999999996,1.3173981703821904,1339030.816785609,1016420.73512,40.2049664959,51.1208,1.3173981703821904
541,C13291,GA,Union,17991897.380658265,11633676.538679428,85.46437659,21.087786259541986,1.546535811,3400585.304716466,2829680.1940047108,60.310001373291016,17.469999313354492,1.2017560542429286,3541059.482664776,2074607.569082464,55.6562869530942,52.7428,1.7068574970209325,8560999.14018032,5015649.61054,55.6562869531,52.7428,1.7068574970209325
542,C13293,GA,Upson,6843312.684882246,6089211.912554159,48.02798982,39.12213740458015,1.123842097,2547890.1870675087,1972116.9793677398,70.77999877929688,34.439998626708984,1.2919569243221878,1878454.8264451511,1260778.1095107803,47.49704375246354,54.2598,1.4899170696848851,5172039.801452542,3471360.86074,47.4970437525,54.2598,1.4899170696848851
543,C13295,GA,Walker,31997230.57574027,29804946.84530941,40.74427481,20.865139949109416,1.073554358,14348243.421589063,11587139.376293933,69.4800033569336,26.540000915527344,1.238290397278215,10663825.097196259,10206110.291280078,34.56838785967678,53.162198000000004,1.0448471349861117,6687967.792739456,6400905.5189,34.5683878597,53.162198,1.0448471349861117
544,C13297,GA,Walton,19012999.121620473,21524082.558320157,18.92493639,45.29262086513995,0.883336099,7915368.12845589,6931624.822301817,41.72999954223633,49.810001373291016,1.141921025931608,4067504.0776609066,4444672.348948257,30.863224280646435,55.07039999999999,0.9151414903785653,8974361.09537164,9806528.48737,30.8632242806,55.0704,0.9151414903785653
545,C13299,GA,Ware,16534192.506995495,12075750.159280784,78.05343511,81.1704834605598,1.369206243,12750664.30939672,10015743.397051228,88.37999725341797,69.44999694824219,1.273062198573367,3376138.769147729,2528729.4095451157,43.791880173433185,55.08820000000001,1.3351127077511433,3537306.9264527904,2649444.42961,43.7918801734,55.0882,1.3351127077511433
546,C13301,GA,Warren,3315519.50572165,1876583.633751673,97.67811705,22.55089058524173,1.766784835,1220787.0903081845,819534.2594389935,77.33999633789062,9.199999809265137,1.489610807904316,686419.4257357694,421489.1876645638,48.32479306267244,49.6348,1.6285576138718096,1481484.6801477382,909691.292177,48.3247930627,49.6348,1.6285576138718096
547,C13303,GA,Washington,8480526.929733964,6135537.250287449,73.72773537,26.908396946564885,1.382197937,3425314.514193532,2194085.857683236,91.41000366210938,27.690000534057617,1.5611579201419068,1317138.769129044,1021058.7034766815,40.20496649586126,51.904802,1.289973597643521,2324041.434892755,1801619.38131,40.2049664959,51.904802,1.289973597643521
548,C13305,GA,Wayne,14716185.311302772,10949589.284004033,72.29643766,48.50508905852418,1.343994275,16175123.963189246,11847972.9425301,85.61000061035156,45.130001068115234,1.365222898604552,1616801.3063843336,1575393.1600837242,34.01655498620418,53.243398,1.026284325303538,1966788.4243832184,1916416.70431,34.0165549862,53.243398,1.026284325303538
549,C13307,GA,Webster,2390615.55389305,1563526.7449810945,81.80661578,9.255725190839694,1.52898923,927147.8389788435,647388.215619286,87.5199966430664,7.570000171661377,1.4321357982890401,464012.88986916386,452993.75478970906,33.18880567599527,52.090202,1.0243251368544146,1119990.953717819,1093393.99515,33.188805676,52.090202,1.0243251368544146
550,C13309,GA,Wheeler,3662881.457311349,2163002.543409169,90.39440204,6.1704834605597965,1.69342448,1469612.8083101993,1038684.2850521116,58.689998626708984,2.549999952316284,1.4148792173518516,174627.69810585232,301717.0505103954,8.513992905005912,48.906998,0.5787796805332872,385207.07630772627,665550.449098,8.51399290501,48.906998,0.5787796805332872
551,C13311,GA,White,15128590.838577623,14163188.574186403,40.20356234,23.25063613231552,1.068162777,4095124.62184681,3886553.0172889563,28.93000030517578,27.34000015258789,1.0536649323012044,3099248.7133751535,2522936.311447272,39.45605045329128,52.832598,1.2284292311751945,7328347.387469729,5965624.39373,39.4560504533,52.832598,1.2284292311751945
552,C13313,GA,Whitfield,47139980.21782472,37875234.70780166,59.03307888,12.022900763358779,1.244612227,20249063.5256943,13382458.539491393,91.5999984741211,22.719999313354492,1.5131048951834731,13716251.467018792,10229276.289467784,40.5597162002365,50.841398,1.3408819039467388,14897399.49410284,11110150.305,40.5597162002,50.841398,1.3408819039467388
553,C13315,GA,Wilcox,5793065.524977982,4200562.504121693,72.7735369,23.02798982188295,1.379116611,2911325.2719010226,2143414.552975317,76.63999938964844,11.649999618530273,1.3582651418782956,929105.1023994993,1057669.7898270315,27.355143870713444,51.2918,0.8784453440344955,1018259.2042554371,1159160.56835,27.3551438707,51.2918,0.8784453440344955
554,C13317,GA,Wilkes,5755762.985720981,3784310.1458977778,82.34732824,12.436386768447836,1.520954352,2176217.794669549,1556269.6660916612,74.88999938964844,6.75,1.3983552093094476,1750820.8211300815,1046067.664303823,52.857705951911704,52.000598000000004,1.6737166063681783,2685771.753859825,1604675.33371,52.8577059519,52.000598,1.6737166063681783
555,C13319,GA,Wilkinson,3079751.725042222,2752346.5946019287,47.10559796,35.11450381679389,1.118954906,1106761.0055755684,766134.1945119465,78.01000213623047,21.229999542236328,1.4446046312821381,392478.0409198023,359414.0930722318,35.90855340953883,53.099198,1.0919940216170811,1051963.7246862452,963342.018236,35.9085534095,53.099198,1.0919940216170811
556,C13321,GA,Worth,12046587.317505246,8561757.920176512,74.84096692,19.81552162849873,1.40702265,7076722.175711005,5276848.22046579,75.58999633789062,26.889999389648438,1.341088824246368,5486592.925013203,4529527.640625823,38.943634213638155,52.62660000000001,1.2112947221700023,5200465.349792269,4293311.32598,38.9436342136,52.6266,1.2112947221700023
557,C15001,HI,Hawaii,434047355.8452962,364999776.2226148,56.77480916,56.6793893129771,1.189171567,197749053.81384903,153939161.667219,62.290000915527344,62.189998626708984,1.2845922484710999,116106779.12302437,83002220.01234362,41.899881750098544,50.775198,1.3988394419541748,158392884.2336527,113231640.089,41.8998817501,50.775198,1.3988394419541748
558,C15003,HI,Honolulu,486419482.70316714,517254498.57292926,25.89058524,62.62722646310432,0.940387148,78092510.39077407,71112358.9935525,53.81999969482422,73.04000091552734,1.0981566565363754,54635557.15589357,55349402.798852116,31.41505715411904,51.402798,0.9871029205942337,52152977.60544404,52834386.8885,31.4150571541,51.402798,0.9871029205942337
559,C15005,HI,Kalawao,339239.866242563,260403.8312663099,78.53053435,99.93638676844783,1.302745296,36234.92910877063,56520.843125276144,0.05999999865889549,99.36000061035156,0.6410896778106686,43150.00116621175,21813.30606707347,84.82459597950334,42.1002,1.9781504478748122,47568.950977033266,24047.1856062,84.8245959795,42.1002,1.9781504478748122
560,C15007,HI,Kauai,55244602.268259615,60858087.64097398,22.5826972,85.08269720101781,0.907761062,14854172.74955396,12950958.298144627,36.220001220703125,84.8499984741211,1.1469554922188259,6002056.059110466,4820913.421673398,39.49546708711076,52.509198000000005,1.2450039098663337,4854150.3689067215,3898903.71463,39.4954670871,52.509198,1.2450039098663337
561,C15009,HI,Maui,138726511.97670054,132163464.7640696,41.28498728,86.41857506361323,1.049658559,34538126.67290427,29326695.275613796,47.959999084472656,84.91000366210938,1.1777026476496302,19472170.86486384,16172036.113442514,38.15530153724872,51.80159999999999,1.2040642704648792,25107229.969692882,20852067.9382,38.1553015372,51.8016,1.2040642704648792
562,C16001,ID,Ada,72749893.79100609,115618696.64680018,10.62340967,92.23918575063614,0.629222573,35156991.24502628,41571636.77675635,16.739999771118164,81.4800033569336,0.8456965847609675,8692456.658495076,11544888.640526142,23.965313362238863,54.890198,0.7529268518001858,11235927.21643902,14922999.7437,23.9653133622,54.890198,0.7529268518001858
563,C16003,ID,Adams,12817263.367715102,10118418.603729714,60.55979644,8.587786259541986,1.266725945,6445677.791561147,6027855.72060797,21.450000762939453,8.119999885559082,1.0693152076491699,3106107.0028454904,1956302.798106439,46.7087110760741,49.699202,1.5877434750141848,2347142.9088064055,1478288.49291,46.7087110761,49.699202,1.5877434750141848
564,C16005,ID,Bannock,27143669.044563886,31338346.888700455,17.90712468,59.16030534351145,0.86614872,10481260.36901663,9459889.973403307,60.150001525878906,58.02000045776367,1.1079685280151175,6930673.542496338,7265835.432534971,32.715806070161605,55.8772,0.953871527486317,7734908.764177337,8108962.83335,32.7158060702,55.8772,0.953871527486317
565,C16007,ID,Bear Lake,3726275.507464809,4931146.425455195,10.62340967,42.93893129770993,0.755661095,1233103.0722166067,1127484.7153464502,17.5,48.380001068115234,1.0936760875181375,1001810.168921629,873396.8077957728,38.58888450926291,54.660602000000004,1.1470275137024353,1186339.4217161478,1034272.85531,38.5888845093,54.660602,1.1470275137024353
566,C16009,ID,Benewah,7552859.9167373385,6447613.790630116,52.13104326,18.765903307888042,1.171419406,1086342.8883553462,765923.622156721,61.22999954223633,25.399999618530273,1.4183436271313512,643665.283752948,431063.36075736233,44.107213243988966,50.3412,1.4932034182215164,1014771.3950403584,679593.538735,44.107213244,50.3412,1.4932034182215164
567,C16011,ID,Bingham,22215946.889786385,23104401.05581581,27.13104326,27.958015267175572,0.961546107,6410041.761883882,5079636.24999129,50.95000076293945,40.709999084472656,1.2619096026600078,6938387.127544939,6467883.841640287,36.30271974773355,54.598798,1.072744547896106,8150221.712609675,7597541.95777,36.3027197477,54.598798,1.072744547896106
568,C16013,ID,Blaine,25771229.518464748,28218278.782013,21.50127226,27.449109414758272,0.913281413,5002022.690191054,4977316.872896508,51.34000015258789,28.709999084472656,1.0049636818240524,3002603.5586699867,2811778.6852809745,33.4253054789121,50.474599999999995,1.0678662493559459,2560880.338687588,2398128.36133,33.4253054789,50.4746,1.0678662493559459
569,C16015,ID,Boise,16311973.464521024,16041824.78776062,33.2697201,13.231552162849871,1.016840271,9078717.934271153,9749519.883289397,9.869999885559082,16.450000762939453,0.9311964120235302,10484107.248118576,10943063.845644008,29.24714229404809,49.6666,0.9580595887953148,9339851.267860278,9748716.44425,29.247142294,49.6666,0.9580595887953148
570,C16017,ID,Bonner,38973402.34890533,35372690.278662845,44.94274809,33.71501272264631,1.10179356,3371314.9668840934,3274649.2605263935,34.310001373291016,41.529998779296875,1.0295194076272343,1587830.765455359,1208797.4377650786,38.943634213638155,49.5964,1.3135623189200891,1923944.9444030311,1464677.32569,38.9436342136,49.5964,1.3135623189200891
571,C16019,ID,Bonneville,50725482.84830111,64704682.44891067,12.18193384,92.39821882951654,0.783953818,12692202.811044123,11884112.036012767,43.47999954223633,93.27999877929688,1.0679975729429827,5448146.092577806,6222212.473426981,29.483642096964918,55.601802,0.875596279594283,6986917.517760145,7979610.78706,29.483642097,55.601802,0.875596279594283
572,C16021,ID,Boundary,9061916.273578491,6822783.5202028025,65.10814249,5.216284987277354,1.32818464,2687000.7896790537,1983507.8596450628,32.560001373291016,6.050000190734863,1.354671107862349,1701762.21943338,1533791.4035188686,35.12022073314939,51.208802000000006,1.1095134680825227,1781982.1013466753,1606093.25854,35.1202207331,51.208802,1.1095134680825227
573,C16023,ID,Butte,3036060.014457449,2708706.708703164,45.70610687,13.16793893129771,1.120852252,782295.019779255,637794.6658072908,30.239999771118164,10.220000267028809,1.2265624999999998,905600.0164123713,878620.24388864,33.50413874655104,52.319002,1.0307069780276437,1004936.3712259071,974997.15501,33.5041387466,52.319002,1.0307069780276437
574,C16025,ID,Camas,3449966.4658108125,3105645.7540217224,46.34223919,36.9910941475827,1.110869281,594867.1521857452,576714.7419635614,31.860000610351562,34.529998779296875,1.0314755439758305,956453.1132963094,848176.4582962333,35.75088687426094,51.355399999999996,1.1276581705858422,572035.9624536962,507277.805788,35.7508868743,51.3554,1.1276581705858422
575,C16027,ID,Canyon,31668208.499681536,36094146.4815961,18.44783715,42.36641221374045,0.877377957,10350514.383547043,8727515.329982923,64.29000091552734,54.41999816894531,1.185963472099372,4179666.1246166257,3611112.8096854873,39.14071738273551,55.026202,1.1574454593072259,6233124.846000269,5385242.81717,39.1407173827,55.026202,1.1574454593072259
576,C16029,ID,Caribou,4036071.7294408726,4874465.910440785,13.39058524,14.853689567430026,0.828002863,1777742.2635401925,1536747.897966926,19.059999465942383,31.15999984741211,1.1568210152700358,1318737.4803583333,1714027.6065462339,24.04414662987781,53.223,0.7693793701582146,1250398.5001429473,1625204.0913,24.0441466299,53.223,0.7693793701582146
577,C16031,ID,Cassia,14390066.26479614,15609974.823435307,22.42366412,20.833333333333336,0.921850703,6003555.032449207,5234051.389032702,58.27000045776367,31.889999389648438,1.1470187405933583,9682894.015066955,9828964.338685002,32.3216397319669,53.070997999999996,0.9851387879144967,8860307.000502408,8993968.27046,32.321639732,53.070998,0.9851387879144967
578,C16033,ID,Clark,1174855.98284673,1442850.6091492781,10.62340967,0.1590330788804071,0.814260309,964107.3108156517,656658.2273886524,63.27000045776367,0.10000000149011612,1.4682025909423826,1343706.710229962,712287.6466374665,66.2987780843516,45.842,1.8864663967896516,1284479.9681027706,680892.047846,66.2987780844,45.842,1.8864663967896516
579,C16035,ID,Clearwater,15461274.357495531,10208669.630841395,81.01145038,9.287531806615776,1.514523921,3168801.731297812,2425870.3896369347,64.95999908447266,12.760000228881836,1.3062535182566235,2283120.8579490543,1991438.7929110844,35.001970831690976,49.6002,1.146468003975954,2676486.338248511,2334549.52861,35.0019708317,49.6002,1.146468003975954
580,C16037,ID,Custer,17913422.125897333,10612058.152142733,91.60305344,9.955470737913485,1.688025251,2200614.420446491,1689467.5066743514,39.779998779296875,9.260000228881836,1.3025491237640383,1219243.273888362,1262403.9506906806,31.099724083563263,52.420002,0.9658107242307784,1247597.727580976,1291762.1396,31.0997240836,52.420002,0.9658107242307784
581,C16039,ID,Elmore,17733334.69079062,21738026.383754358,12.18193384,8.078880407124682,0.815774826,19290479.418011162,14670433.169983167,79.33999633789062,22.219999313354492,1.3149222790149757,7454750.86583686,7437569.219645238,32.59755616870319,52.497,1.00231011580319,5047826.183219014,5036191.9965,32.5975561687,52.497,1.00231011580319
582,C16041,ID,Franklin,4178638.3220192203,5413177.310159163,10.62340967,22.900763358778626,0.771938195,1546195.690235695,1419971.7114865207,12.25,39.27000045776367,1.088891896738587,1241499.9513988597,1690701.981288304,22.78281434765471,54.336200000000005,0.7343103427683008,1728679.2248013536,2354153.44728,22.7828143477,54.3362,0.7343103427683008
583,C16043,ID,Fremont,12493966.109720187,16112416.489985673,10.62340967,17.779898218829516,0.775424724,4563234.852288797,4272783.630311861,63.75,29.25,1.067977048946833,2779121.250590419,2932235.0286146826,30.863224280646435,53.032197999999994,0.9477825697701315,3079187.3392241574,3248833.05247,30.8632242806,53.032198,0.9477825697701315
584,C16045,ID,Gem,11509676.498236084,11152781.166139906,36.06870229,29.198473282442748,1.032000568,6190024.92043475,4740743.704300201,74.02999877929688,39.43000030517578,1.305707565422688,1990553.3865310953,1526622.4361417019,42.33346472211273,54.194798000000006,1.3038937063979656,1940643.691109688,1488345.00971,42.3334647221,54.194798,1.3038937063979656
585,C16047,ID,Gooding,8910075.852203935,8397634.10539591,36.76844784,3.435114503816794,1.061022157,5250913.581033222,4241167.031289366,84.55999755859375,6.78000020980835,1.2380822406414116,9915790.187076254,8021168.790411571,38.11588490342925,50.865798,1.23620265901018,7924734.871341211,6410546.69603,38.1158849034,50.865798,1.23620265901018
586,C16049,ID,Idaho,40911990.33535163,31239547.261664275,64.56743003,9.096692111959287,1.309621743,21290168.121646896,17034349.27598424,55.380001068115234,16.84000015258789,1.2498374770125615,6683577.428692569,5236595.186462019,38.864800945999214,50.568400000000004,1.2763211954919451,11524496.348701216,9029464.04824,38.864800946,50.5684,1.2763211954919451
587,C16051,ID,Jefferson,13039410.232065715,17202768.922057945,10.62340967,39.726463104325695,0.757983223,4427538.311902083,3820853.9391981987,10.819999694824219,58.529998779296875,1.1587824037134475,3926607.7872544676,5602639.978777683,20.85139929050059,54.857997999999995,0.7008495641569187,4913687.0064081205,7011043.82125,20.8513992905,54.857998,0.7008495641569187
588,C16053,ID,Jerome,7949951.286933911,5754886.8572205035,68.86132316,3.0852417302798982,1.381426166,2818822.2598145665,2129943.3158849683,67.0,8.65999984741211,1.32342595166359,7576998.929921343,6560742.852465949,37.012219156484036,52.121601999999996,1.1548995441992396,6170453.147746806,5342848.37044,37.0122191565,52.121602,1.1548995441992396
589,C16055,ID,Kootenai,41877635.804756686,45372195.102764785,23.40966921,46.596692111959285,0.922980158,8959103.272314142,8314145.480716407,25.6200008392334,54.13999938964844,1.0775735513762217,1952348.145566621,1934410.7757817223,33.30705557745369,53.190797999999994,1.0092727821874596,2635924.354586702,2611706.56844,33.3070555775,53.190798,1.0092727821874596
590,C16057,ID,Latah,11130533.364921687,13253930.532288464,14.94910941,43.06615776081425,0.839791135,2364331.68893188,2303032.064997308,29.889999389648438,48.150001525878906,1.0266169216079255,491256.8846284154,644914.9444182508,23.492313756405206,52.611597999999994,0.7617390306741247,837444.4178401483,1099384.93909,23.4923137564,52.611598,0.7617390306741247
591,C16059,ID,Lemhi,13524792.499711178,11390178.940360472,51.43129771,4.961832061068702,1.187408255,3839507.483990942,2929395.505910144,50.88999938964844,8.050000190734863,1.3106825200778178,2373790.8148078164,1673792.6539457582,43.200630666141116,51.704998,1.418210797622931,2358822.2937187366,1663238.14321,43.2006306661,51.704998,1.418210797622931
592,C16061,ID,Lewis,2636592.3776878202,2049411.145280679,60.81424936,3.4033078880407124,1.286512169,961732.6354181749,662116.7830774176,63.970001220703125,6.019999980926514,1.4525120945404655,799263.3306194294,518436.61973979283,47.26054394954671,52.130398,1.541679928050965,554835.5843555767,359890.256246,47.2605439495,52.130398,1.541679928050965
593,C16063,ID,Lincoln,4683559.548378173,4031684.882270434,46.5648855,1.0178117048346056,1.161687901,3188978.610196144,1890376.185858462,70.33999633789062,1.8799999952316284,1.6869544982910147,2791528.7748201154,2255865.117930195,38.904217579818685,51.887398,1.2374537611457035,2519347.9674774664,2035912.81273,38.9042175798,51.887398,1.2374537611457035
594,C16065,ID,Madison,21139572.819401376,22466715.4935452,25.89058524,57.76081424936387,0.940928496,4341255.924220444,4139389.524474639,37.970001220703125,57.15999984741211,1.0487671910440526,2506336.3409098047,3345693.019781803,23.25581395348837,53.510799999999996,0.749123223825616,3693886.559934159,4930946.52849,23.2558139535,53.5108,0.749123223825616
595,C16067,ID,Minidoka,7697182.595745267,7598660.3789172275,31.74300254,5.597964376590331,1.012965735,3037687.2714010994,2176751.203178071,68.68000030517578,12.350000381469727,1.3955142264150613,5565535.018010902,4294225.423585253,40.79621600315333,52.416,1.2960509682242605,5836608.662749616,4503378.96105,40.7962160032,52.416,1.2960509682242605
596,C16069,ID,Nez Perce,11079902.260966131,15059156.72350271,10.62340967,55.3117048346056,0.73575848,2350455.476944996,1824197.0989457485,54.20000076293945,63.4900016784668,1.2884876740037499,724099.5213670101,589600.0123230426,41.190382341348055,55.15960200000001,1.228119922375909,1593334.3189180496,1297376.81955,41.1903823413,55.159602,1.228119922375909
597,C16071,ID,Oneida,1633701.6077441839,2122417.4516823553,10.62340967,24.61832061068702,0.76973623,907377.013108168,747488.3799459585,20.5,28.260000228881836,1.2139011621475226,892808.9322381085,970444.0119642359,30.587307843910132,54.32520000000001,0.9200004546692091,834306.612435328,906854.565344,30.5873078439,54.3252,0.9200004546692091
598,C16073,ID,Owyhee,14599967.430301841,8495377.812194077,86.22773537,0.9541984732824428,1.718577767,4402714.277732289,3048916.5785842,75.97000122070312,2.130000114440918,1.444025824995429,2834550.487490031,2003881.7119625066,40.5597162002365,48.6408,1.4145298450346186,2060887.4255771025,1456941.63528,40.5597162002,48.6408,1.4145298450346186
599,C16075,ID,Payette,6827702.335608032,7992838.665787357,15.42620865,11.068702290076336,0.854227468,2670175.534922448,1965058.5561992875,60.91999816894531,25.299999237060547,1.3588274641988076,948707.811053878,815450.1605797688,37.91880173433189,53.00380200000001,1.1634160576771064,1749248.6433519148,1503545.21223,37.9188017343,53.003802,1.1634160576771064
